species name (Kudrna et al. 2011);full species name (Kudrna et al. 2011);Family;range.size;temp.mean;temp.ci.95.low;temp.ci.95.up;temp.min;temp.max;temp.sd;temp.median;range.ann.temp.mean;range.ann.temp.ci.95.low;range.ann.temp.ci.95.up;range.ann.temp.min;range.ann.temp.max.;range.ann.temp.sd;range.ann.temp.median;precip.mean;precip.ci.95.low;precip.ci.95.up;precip.min;precip.max;precip.sd;precip.median;range.ann.precip.mean;range.ann.precip.ci.95.low;range.ann.precip.ci.95.up;range.ann.precip.min;range.ann.precip.max;range.ann.precip.sd;range.ann.precip.median;gdd.feb.mean;gdd.feb.ci.95.low;gdd.feb.ci.95.up;gdd.feb.min;gdd.feb.max;gdd.feb.sd;gdd.feb.median;gdd.apr.mean;gdd.apr.ci.95.low;gdd.apr.ci.95.up;gdd.apr.min;gdd.apr.max;gdd.apr.sd;gdd.apr.median;gdd.june.mean;gdd.june.ci.95.low;gdd.june.ci.95.up;gdd.june.min;gdd.june.max;gdd.june.sd;gdd.june.median;gdd.aug.mean;gdd.aug.ci.95.low;gdd.aug.ci.95.up;gdd.aug.min;gdd.aug.max;gdd.aug.sd;gdd.aug.median;swc.mean;swc.ci.95.low;swc.ci.95.up;swc.min;swc.max;swc.sd;swc.median
Melitaea diamina;Melitaea diamina (Lang, 1789);Nymphalidae;461;8.03;7.79;8.28;-1.49;15.43;2.7;8.46;18.43;18.21;18.65;11.59;26.65;2.44;18.21;817.02;793.1;840.94;424.76;1826.89;261.34;736.96;54.73;52.65;56.8;16.83;166.22;22.7;50.55;35.4;32.42;38.39;0.14;273.45;32.61;27.05;175.46;165.52;185.4;0.45;697.55;108.62;173.72;700.65;678.09;723.2;98.52;1479.59;246.44;724.36;1461.01;1424.1;1497.93;332.55;2606.74;403.37;1503.81;0.45;0.44;0.46;0.22;0.84;0.13;0.44
Melitaea didyma;Melitaea didyma (Esper, 1779);Nymphalidae;621;10.42;10.17;10.66;0.85;17.91;3.1;10.32;18.33;18.12;18.54;9.98;24.37;2.61;18.07;783.05;763.65;802.46;260.25;1782.31;246.24;725.78;63.25;61.03;65.47;16.83;205.57;28.12;56.55;70.82;64.93;76.7;0.4;448.51;74.67;40.27;294.16;280.12;308.21;3.08;1064.24;178.27;257.82;938.89;913.48;964.3;100.8;1967.07;322.47;904.6;1845.64;1805.84;1885.43;372.71;3159.29;504.96;1793.99;0.42;0.41;0.42;0.15;0.84;0.12;0.41
Melitaea parthenoides;Melitaea parthenoides Keferstein, 1851;Nymphalidae;172;10.61;10.21;11.01;1.28;16.18;2.66;10.88;16.02;15.77;16.28;10.34;19.17;1.71;15.97;842.52;808.7;876.35;424.23;1544;224.73;827.42;53.68;50.05;57.31;16.83;163.4;24.11;50.95;86.4;77.52;95.27;0.4;309.4;58.98;78.03;299.95;276.92;322.99;3.08;782.4;153.04;290.45;874.41;831.43;917.39;100.8;1619;285.56;893.88;1748.06;1681.01;1815.1;408.98;2824.22;445.47;1749.33;0.44;0.43;0.46;0.24;0.79;0.11;0.44
Melitaea phoebe;Melitaea phoebe (Goeze, 1779);Nymphalidae;521;10.91;10.64;11.19;0.85;17.91;3.19;11.04;17.95;17.71;18.18;9.98;23.95;2.75;17.7;810.61;787.6;833.63;260.25;1782.31;267.4;743.81;66.89;64.17;69.61;16.83;223.21;31.61;59.44;83.15;76.05;90.24;0.4;450.89;82.46;49.89;324.83;308.31;341.34;3.08;1064.24;191.85;294.61;982.47;953.17;1011.77;100.8;1967.07;340.41;975.36;1912.82;1867.35;1958.28;372.71;3159.29;528.26;1920.26;0.42;0.41;0.43;0.15;0.84;0.13;0.42
Melitaea trivia;Melitaea trivia ([Schiffermüller], 1775);Nymphalidae;260;10.97;10.64;11.3;2.64;18.17;2.71;10.98;19.27;18.96;19.57;11.15;23.95;2.52;19.7;762.68;731.07;794.29;260.25;1782.31;258.81;686.15;70.5;66.29;74.71;25.22;205.57;34.5;59.89;66.77;58.41;75.14;0.97;391.5;68.48;39.09;309.93;290.73;329.12;7.36;953.16;157.17;283.83;1009.29;974.54;1044.05;169.91;1924.22;284.59;1017.15;1970.21;1916.5;2023.92;578.72;3273.26;439.77;1983.21;0.39;0.37;0.4;0.15;0.84;0.12;0.36
Melitaea varia;Melitaea varia Meyer-Dür, 1851;Nymphalidae;41;6.83;5.57;8.08;0.85;13.43;3.99;6.46;16.34;16.04;16.64;14.44;17.94;0.94;16.29;1096.82;1028.02;1165.62;769.04;1544;217.97;1051.87;71;65.61;76.39;41.66;107.06;17.06;67.86;29.92;17.76;42.07;0.78;149.32;38.52;14.27;127.78;86.18;169.38;5.38;447.03;131.79;77.48;517.44;410.6;624.27;111.96;1175.99;338.48;454.9;1173.3;984.66;1361.93;372.71;2264.78;597.61;1150.92;0.57;0.53;0.61;0.4;0.81;0.13;0.53
Minois dryas;Minois dryas (Scopoli, 1763);Nymphalidae;48;9.52;9.27;9.78;0.85;14.18;2.31;9.68;19.04;18.77;19.32;10.72;24.37;2.53;19.35;807.1;778.96;835.24;315.7;1782.31;255.85;738.56;57.57;55.27;59.87;19.66;122.48;20.9;54.31;43.04;38.67;47.41;0.4;291.74;39.74;31.01;241.03;228.83;253.23;3.08;705.12;110.93;233.26;864.54;837.52;891.56;100.8;1358.44;245.67;869.28;1725.91;1682.06;1769.76;372.71;2469.38;398.69;1738.98;0.43;0.41;0.44;0.15;0.84;0.13;0.42
Neptis rivularis;Neptis rivularis (Scopoli, 1763);Nymphalidae;150;8.23;7.85;8.61;1.4;13.96;2.35;8.35;19.97;19.68;20.26;15.28;23.24;1.8;20.39;856.9;808.97;904.83;491.35;1782.31;297.07;737.48;67.85;64.74;70.95;31.41;117.38;19.26;66.19;21.56;18.94;24.19;0.97;114.04;16.26;18.84;186.55;171.7;201.4;7.36;470.44;92.04;186.48;765.21;724.85;805.57;144.49;1334.5;250.16;795.15;1561.67;1494.43;1628.92;450.03;2494.56;416.8;1610.41;0.46;0.44;0.48;0.22;0.84;0.14;0.44
Neptis sappho;Neptis sappho (Pallas, 1771);Nymphalidae;104;9.4;9.06;9.74;4.97;13.6;1.75;9.68;20.96;20.73;21.18;18.17;23.91;1.16;20.92;741.16;699.21;783.12;506.58;1682.89;215.74;678.7;60.23;56.81;63.65;27.87;103.32;17.56;57.04;27.33;24.38;30.28;4.59;112.55;15.17;24.64;237.01;221.84;252.17;68.79;470.44;77.98;240.12;909.39;873.3;945.48;470.28;1316.65;185.55;931.1;1796.54;1737.38;1855.7;1076.99;2438.67;304.23;1846.22;0.39;0.37;0.41;0.22;0.7;0.11;0.38
Nymphalis antiopa;Nymphalis antiopa (Linnaeus, 1758);Nymphalidae;910;7.61;7.37;7.85;-3.72;17.36;3.69;8.12;19.52;19.3;19.74;10.72;29.55;3.38;19.35;742.04;726.6;757.47;418.38;2287.27;237.28;666.72;57.08;55.37;58.8;18.14;223.21;26.32;51.59;39;35.86;42.14;0.07;376.23;48.24;23.69;175.36;166.05;184.68;0.3;891.33;143.24;164.94;701.58;682.18;720.97;88.16;1775.36;298.11;710.79;1463.97;1432.89;1495.04;330.05;3015.73;477.61;1475.66;0.43;0.43;0.44;0.22;0.89;0.11;0.43
Nymphalis c-album;Nymphalis c-album (Linnaeus, 1758);Nymphalidae;1098;8.6;8.4;8.79;-0.87;17.56;3.36;8.72;18.61;18.42;18.81;10;27.81;3.33;18.69;759.35;744.65;774.06;339.32;2507.04;248.3;689.17;57.08;55.5;58.67;16.83;223.21;26.78;51.27;49.98;46.64;53.32;0.14;400.38;56.37;29.09;210.69;201.44;219.94;0.45;975.27;156.24;190.57;767.29;749.22;785.36;91.28;1817.78;305.18;749.47;1567.43;1538.61;1596.24;315.39;3062.91;486.62;1535.8;0.43;0.42;0.44;0.17;0.84;0.11;0.42
Nymphalis egea;Nymphalis egea (Cramer, 1775);Nymphalidae;158;13.29;12.87;13.71;1.88;18.17;2.68;13.62;17.56;17.23;17.89;13.43;22.71;2.11;17.3;807.37;767.96;846.79;436.85;1682.89;250.81;761.37;86.91;80.85;92.98;30.81;196.8;38.59;82.08;132.25;117.19;147.31;0.78;399.94;95.83;112.74;445.1;413.62;476.58;10.1;961.31;200.32;439.35;1229.16;1178.77;1279.55;150.93;1932.68;320.7;1238.68;2304.48;2232.87;2376.09;489.9;3273.26;455.71;2363.5;0.4;0.39;0.42;0.21;0.72;0.09;0.39
Nymphalis l-album;Nymphalis l-album (Esper, 1780);Nymphalidae;72;7.51;6.92;8.09;1.93;11.35;2.5;7.77;21.67;21.22;22.13;18.65;27.17;1.93;21.64;681.1;650.79;711.42;515.62;1131.46;129;645.18;58.77;54.95;62.59;33.26;97.84;16.26;54.56;20.55;18.35;22.76;4.59;41.78;9.37;18.68;163.24;140.41;186.06;22.38;341.96;97.13;166.94;747.7;692.91;802.48;392.09;1166.7;233.14;743.9;1544.7;1459.7;1629.7;1003.78;2238.44;361.72;1514.49;0.41;0.39;0.44;0.22;0.67;0.1;0.43
Nymphalis polychloros;Nymphalis polychloros (Linnaeus, 1758);Nymphalidae;845;9.68;9.48;9.89;0.85;18.17;3;9.31;17.92;17.71;18.12;9.98;25.03;3.04;17.94;760.71;744.58;776.84;408.39;2507.04;238.89;703.29;60.5;58.49;62.52;16.83;205.57;29.88;53.79;64.47;59.51;69.42;0.4;448.51;73.37;36.45;258.33;246.24;270.42;3.08;1064.24;179.09;211.73;857.89;836.41;879.38;100.8;1967.07;318.16;798.81;1705.82;1672.5;1739.14;372.71;3273.26;493.47;1612.66;0.42;0.41;0.43;0.21;0.84;0.11;0.41
Nymphalis xanthomelas;Nymphalis xanthomelas (Esper, 1781);Nymphalidae;113;8.35;7.97;8.74;3.81;13.06;2.07;8.46;20.68;20.39;20.96;16.7;24.33;1.52;20.65;671.28;645.72;696.84;491.01;1410.8;137.15;651.62;54.57;51.11;58.03;25.22;142.5;18.55;50.23;26.46;24.07;28.85;8.39;77.36;12.82;22.7;184.34;168.12;200.56;37.53;386.09;87.02;184.14;789.71;751.66;827.76;434.93;1232.86;204.16;790.15;1616.14;1556.14;1676.14;1075.55;2356.72;321.9;1600.49;0.38;0.37;0.4;0.22;0.69;0.09;0.39
Ochlodes sylvanus;Ochlodes sylvanus (Esper, 1777);Hesperiidae;1058;8.58;8.38;8.78;-0.91;16.97;3.31;8.73;18.5;18.3;18.71;9.53;27.72;3.4;18.59;777.08;761.09;793.08;315.7;2507.04;265.12;701.01;57.54;55.83;59.25;16.83;223.21;28.35;51.27;49.21;45.96;52.47;0.08;424.67;53.89;30.11;208.02;198.91;217.13;0.11;1013.21;151.05;189.29;761.83;743.84;779.82;68.19;1847.97;298.25;748.6;1557.57;1528.91;1586.24;253.1;2939.64;475.19;1527.83;0.44;0.43;0.44;0.15;0.84;0.11;0.43
Oeneis bore;Oeneis bore (Schneider, 1792);Nymphalidae;19;-2.11;-2.55;-1.67;-3.23;0.27;0.91;-2.31;25.79;24.34;27.24;20.16;29.34;3.01;27.09;495.66;458.71;532.61;418.38;762.25;76.66;476.95;41.21;37.65;44.77;27.46;51.52;7.39;41.83;5.18;3.7;6.67;2.51;16.42;3.08;4.12;8.86;6.77;10.96;3.83;24.03;4.35;8.26;156.63;135.25;178.01;84.53;213.04;44.36;167.77;516.72;463.59;569.85;324.99;660;110.23;542.95;0.58;0.55;0.6;0.52;0.76;0.05;0.56
Oeneis glacialis;Oeneis glacialis (Moll, 1785);Nymphalidae;46;5.17;4.36;5.99;0.85;12.52;2.73;5.11;16.52;16.2;16.84;14.44;18.74;1.07;16.29;1220.17;1160.51;1279.83;769.04;1583.83;200.9;1216.35;80.74;75.27;86.2;41.66;118.59;18.41;81.65;12.9;7.73;18.08;0.78;103.2;17.42;5.8;72.85;51.78;93.93;6.26;385.08;70.97;54.48;387.21;323.92;450.5;111.96;1099.16;213.12;374.36;936.81;820.62;1053;372.71;2128.91;391.25;932.72;0.65;0.61;0.69;0.4;0.84;0.13;0.68
Oeneis jutta;Oeneis jutta (Hübner, 1806);Nymphalidae;166;2.85;2.51;3.19;-3.1;6.97;2.24;3.03;23.73;23.32;24.14;13.66;29.55;2.66;23.31;624.18;609.43;638.94;428.69;1338.62;96.29;617.61;48.22;47.03;49.42;27.46;95.73;7.79;47.68;12.27;11.41;13.13;1.27;23.12;5.61;12.18;36.44;32.49;40.39;2.6;120.43;25.79;30.23;396.1;377.72;414.48;130.42;674.22;119.96;398.37;980.98;947.07;1014.89;451.77;1424.84;221.3;1004.51;0.47;0.46;0.48;0.34;0.72;0.06;0.46
Oeneis norna;Oeneis norna (Becklin, 1791);Nymphalidae;54;-0.87;-1.31;-0.43;-3.72;4.53;1.61;-1.2;23.38;22.17;24.59;13.66;29.55;4.43;23.93;670.66;593.92;747.41;428.69;1669.37;281.16;564.77;51.28;45.85;56.71;24.47;115.88;19.89;47.55;6.46;4.9;8.02;0.09;29.52;5.71;4.65;11.24;8.71;13.77;0.19;43.3;9.27;8.43;177.4;160.94;193.86;84.53;336.33;60.31;167.24;542.75;504.58;580.92;306.85;907.65;139.85;511.98;0.61;0.58;0.63;0.43;0.85;0.09;0.58
Papilio alexanor;Papilio alexanor Esper, 1799;Papilionidae;49;12.61;11.71;13.51;3.25;16.6;3.12;13.08;16.9;16.55;17.26;14.91;19.7;1.23;16.78;880.79;816.27;945.3;491.49;1410.8;224.61;879.16;101.73;90.62;112.84;44.31;196.8;38.67;95.25;116.35;93.65;139.04;0.97;295.31;79.01;103.2;387.43;329.91;444.95;5.38;739.2;200.26;397.06;1107.77;998.04;1217.5;166.78;1655.7;382.02;1148.13;2132.61;1968.64;2296.59;599.03;2879.94;570.87;2239.45;0.42;0.4;0.44;0.28;0.62;0.08;0.43
Papilio hospiton;Papilio hospiton Gene, 1839;Papilionidae;14;14.68;13.88;15.48;12.27;16.41;1.38;14.89;14.93;14.51;15.34;14.07;16.46;0.72;14.76;684;623.42;744.58;472.23;817.49;104.92;680.08;88.22;80.17;96.27;55.64;111.19;13.94;88.73;215.23;181.38;249.08;125.31;287.25;58.63;221.32;564.45;488.35;640.55;353.21;726.29;131.8;586.19;1318.25;1192.21;1444.29;951.36;1586.63;218.29;1362.53;2424.52;2244.18;2604.86;1888.21;2811.14;312.34;2472.33;0.39;0.36;0.41;0.28;0.44;0.04;0.4
Papilio machaon;Papilio machaon Linnaeus, 1758;Papilionidae;1224;9.28;9.05;9.51;-3.1;18.64;4.08;9.07;18.73;18.55;18.92;9.79;28.31;3.36;18.52;737.43;724.61;750.25;260.25;2097.03;228.58;669.15;60.69;59.03;62.35;16.83;223.21;29.6;52.87;70.19;65.18;75.2;0.08;448.51;89.34;31.82;261.58;249.23;273.92;0.11;1087.91;220.18;202.56;856.1;834.28;877.93;68.19;2042.82;389.15;798.45;1703.42;1670.01;1736.82;253.1;3353.42;595.74;1614.67;0.42;0.41;0.42;0.15;0.84;0.11;0.41
Pararge aegeria;Pararge aegeria (Linnaeus, 1758);Nymphalidae;1178;9.71;9.51;9.91;-0.56;18.41;3.44;9.32;17.69;17.48;17.89;8.58;27.17;3.54;17.84;775.84;759.95;791.73;339.32;2794.09;277.93;699.01;61.64;59.86;63.41;16.83;223.21;31.01;53.7;74.06;69.08;79.04;0.32;450.89;87.13;37.25;271.34;259.32;283.36;0.55;1087.91;210.33;211.67;865.13;844.42;885.84;92.27;2042.82;362.26;796.34;1709.56;1677.81;1741.3;315.39;3353.42;555.29;1607.41;0.43;0.42;0.43;0.21;0.84;0.12;0.42
Parnassius apollo;Parnassius apollo (Linnaeus, 1758);Papilionidae;354;8.14;7.79;8.49;-0.97;17.49;3.33;8.23;18.22;18;18.43;13.28;25.93;2.05;18.13;850.09;822.14;878.05;260.25;1782.31;267.45;810.3;60.35;57.88;62.83;24.27;162.53;23.68;54.57;39.56;34.77;44.36;0.07;391.5;45.89;24.05;174.43;159.72;189.15;0.3;953.16;140.74;149.2;682.8;651.07;714.54;100.8;1847.58;303.6;659.99;1454.85;1402.28;1507.42;361.91;3085.8;502.91;1424.66;0.45;0.44;0.47;0.15;0.84;0.14;0.44
Parnassius mnemosyne;Parnassius mnemosyne (Linnaeus, 1758);Papilionidae;371;8.79;8.48;9.09;-0.91;16.84;2.97;8.66;19.31;19.07;19.54;13.92;23.97;2.29;19.49;803.6;776.51;830.69;363.79;1826.89;265.37;723.91;63.19;60.73;65.65;25.04;166.22;24.08;58.83;37.13;32.82;41.43;0.08;318.55;42.17;24.07;203.98;190.77;217.19;0.11;776.02;129.4;185.1;787.93;757.53;818.33;68.19;1671.66;297.78;789.57;1614.79;1565.22;1664.37;253.1;2893.17;485.61;1611.99;0.43;0.42;0.45;0.17;0.84;0.13;0.42
Parnassius phoebus;Parnassius phoebus (Fabricius, 1793);Papilionidae;48;4.76;4.05;5.48;0.85;11.55;2.46;4.18;16.55;16.25;16.84;14.44;18.65;1.02;16.35;1218.06;1163.02;1273.11;841.36;1577.23;189.56;1213.89;80.61;75.22;86;41.66;118.59;18.56;82.62;9.52;6.29;12.75;0.4;52.33;11.12;5.06;59.71;43.36;76.07;3.08;281.58;56.34;43.29;352.7;298.38;407.02;100.8;927.88;187.07;305.28;877.96;777.19;978.72;372.71;1887.21;347.01;795.41;0.66;0.62;0.69;0.4;0.84;0.12;0.68
Pelopidas thrax;Pelopidas thrax (Hübner, 1821);Hesperiidae;1;16.26;NA;NA;16.26;16.26;NA;16.26;16.79;NA;NA;16.79;16.79;NA;16.79;744.31;NA;NA;744.31;744.31;NA;744.31;145.16;NA;NA;145.16;145.16;NA;145.16;232.32;NA;NA;232.32;232.32;NA;232.32;673.64;NA;NA;673.64;673.64;NA;673.64;1608.24;NA;NA;1608.24;1608.24;NA;1608.24;2858.77;NA;NA;2858.77;2858.77;NA;2858.77;0.38;NA;NA;0.38;0.38;NA;0.38
Phengaris alcon;Phengaris alcon ([Schiffermüller], 1775);Lycaenidae;354;8.8;8.55;9.05;0.85;14.95;2.41;8.86;17.76;17.51;18.01;11.39;23.39;2.39;17.64;852.71;826.84;878.58;475.8;1782.31;247.47;793.38;58.4;55.67;61.14;16.83;223.21;26.19;53.92;42.39;38.5;46.28;0.78;234.55;37.19;31.77;202.4;191;213.81;5.38;611.91;109.11;192.19;752.04;727.17;776.92;111.96;1390.1;237.95;761.26;1541.19;1500.62;1581.76;372.71;2550.47;388.1;1551.73;0.46;0.45;0.48;0.22;0.84;0.12;0.45
Phengaris arion;Phengaris arion (Linnaeus, 1758);Lycaenidae;522;8.64;8.4;8.87;0.85;14.95;2.71;8.68;18.49;18.24;18.73;9.95;27.17;2.82;18.25;802.03;781.47;822.59;424.75;1782.31;239.11;738.33;55.98;54.03;57.92;16.83;132.2;22.63;51.94;41.47;38.25;44.68;0.78;197.73;37.38;28.89;197.29;187.25;207.32;5.38;578.88;116.7;184.5;752.14;730.61;773.66;111.96;1400.36;250.36;748.77;1552.59;1517.76;1587.41;372.71;2612.26;405.02;1542.8;0.44;0.43;0.45;0.22;0.84;0.12;0.43
Phengaris nausithous;Phengaris nausithous (Bergsträsser, 1779);Lycaenidae;188;8.39;8.19;8.59;2.99;11.19;1.37;8.45;18.74;18.5;18.99;14.2;23.04;1.68;18.69;771.69;742.81;800.58;483.92;1527.28;200.78;728.83;55.55;52.83;58.26;26.3;118.59;18.88;53.59;29.49;27.46;31.52;0.97;72.78;14.09;27.22;183.03;174.89;191.18;7.36;335.14;56.59;184.68;744.12;723.51;764.72;169.91;1133.87;143.2;763.5;1526.39;1492.75;1560.03;599.03;2148.45;233.78;1553.92;0.44;0.42;0.45;0.24;0.81;0.11;0.42
Phengaris teleius;Phengaris teleius (Bergsträsser, 1779);Lycaenidae;252;8.6;8.36;8.84;1.7;14.05;1.92;8.61;18.91;18.65;19.17;14;23.04;2.11;18.98;798.04;767.67;828.4;491.35;1682.89;244.78;726.04;57.6;55.15;60.06;24.66;118.59;19.82;55;33.49;30.02;36.96;0.97;189.42;27.96;26.86;199.25;188.27;210.23;6.26;541.93;88.53;188.24;774.88;749.93;799.84;135.88;1330.53;201.13;778.79;1573.27;1533.08;1613.46;460.19;2461.66;323.95;1579.51;0.44;0.42;0.46;0.21;0.82;0.13;0.42
Pieris brassicae;Pieris brassicae (Linnaeus, 1758);Pieridae;1353;9.29;9.08;9.49;-2.76;18.64;3.83;8.98;17.82;17.62;18.02;8.58;28.72;3.73;17.82;789.63;772.57;806.7;260.25;3042.73;319.99;696.19;62.87;61.09;64.65;16.83;247.18;33.39;53.63;70.94;66.29;75.6;0.06;450.89;87.29;34.9;256.1;244.57;267.63;0.06;1087.91;216.19;198.98;829.69;809.17;850.2;67.27;2042.82;384.7;764.58;1652.72;1621.01;1684.43;278.53;3353.42;594.51;1560.7;0.44;0.43;0.44;0.15;0.85;0.13;0.42
Pieris bryoniae;Pieris bryoniae (Hübner, 1806);Pieridae;114;6.75;6.27;7.23;0.85;12.52;2.58;7.19;18.38;18;18.77;14.44;23.39;2.09;18.16;1052.48;998.64;1106.32;528.72;1782.31;290.15;1029.43;77.28;73.65;80.91;35.86;118.59;19.57;80.44;17.15;14.02;20.28;0.4;105.98;16.86;14.13;127;111.56;142.45;3.08;385.08;83.24;116.48;577.88;531.12;624.64;100.8;1102.86;252.01;588.06;1254.72;1174.32;1335.13;372.71;2128.91;433.33;1305.01;0.57;0.55;0.6;0.25;0.84;0.14;0.58
Pieris ergane;Pieris ergane (Geyer, 1828);Pieridae;125;11.69;11.19;12.19;0.85;16.45;2.82;12.1;18.2;17.86;18.55;13.78;23.02;1.94;18.15;826.43;780.82;872.05;482.4;1682.89;257.65;760.42;73.4;67.62;79.17;25.22;183.66;32.64;67.12;81.24;69.75;92.74;0.97;300.11;64.95;63.34;330.15;301.74;358.56;6.83;766.22;160.47;317.16;1035.55;980.49;1090.61;111.96;1653.2;311.02;1049.85;2027.84;1943.42;2112.26;372.71;2868.66;476.86;2072.18;0.4;0.38;0.42;0.23;0.75;0.1;0.39
Pieris krueperi;Pieris krueperi Staudinger, 1860;Pieridae;51;12.41;11.7;13.11;6.3;18.17;2.51;12.44;19.14;18.6;19.68;16.01;23.02;1.92;19.2;669.58;629.92;709.23;486.95;1174.23;141;622.58;69.8;58.6;81;26.81;183.66;39.81;51.29;88.16;68.19;108.14;7.12;343.48;71.02;66.19;365.35;319.58;411.13;75.32;888.83;162.77;341.89;1142.43;1062.95;1221.9;489.67;1924.22;282.56;1145.39;2195.66;2077.27;2314.04;1148.39;3273.26;420.91;2208.23;0.33;0.31;0.34;0.23;0.52;0.06;0.33
Pieris mannii;Pieris mannii (Mayer, 1851);Pieridae;203;11.46;11.03;11.89;0.85;17.72;3.13;12.1;17.78;17.5;18.05;14;22.59;1.98;17.64;842.85;806.82;878.88;427.56;1782.31;260.34;804.2;68.44;64.47;72.41;19.82;183.66;28.7;61.64;86;76.08;95.93;0.78;385.1;71.71;65.42;332.3;308.11;356.49;6.26;900.34;174.81;328.16;1009.7;962.93;1056.47;111.96;1821.91;337.94;1054.18;1979.09;1905.99;2052.18;372.71;3075.09;528.17;2066.6;0.42;0.41;0.44;0.23;0.79;0.11;0.42
Pieris napi;Pieris napi (Linnaeus, 1758);Pieridae;1405;8.21;8;8.42;-3.72;17.56;4;8.62;18.41;18.2;18.63;8.58;29.55;4.07;18.45;793.11;776.2;810.03;315.7;3042.73;323.27;697.26;59.44;57.83;61.06;16.83;247.18;30.79;52.32;51.84;48.6;55.07;0.07;424.67;61.8;29.16;206.68;197.83;215.53;0.11;1017.97;169.09;184.02;737.5;719.68;755.32;68.19;1887.01;340.48;724.29;1509.63;1480.84;1538.43;253.1;3062.91;550.17;1495.3;0.45;0.44;0.46;0.15;0.89;0.13;0.44
Pieris rapae;Pieris rapae (Linnaeus, 1758);Pieridae;1363;9.63;9.43;9.82;-3.1;18.64;3.67;9.27;17.78;17.59;17.98;8.58;28.72;3.67;17.8;778.96;763.34;794.59;260.25;3042.73;294.05;696.19;62.42;60.72;64.11;16.83;242.55;31.86;53.82;74.52;69.8;79.23;0.14;450.89;88.77;37.62;270.15;258.67;281.64;0.45;1087.91;216.18;209.36;861.07;840.94;881.21;98.52;2042.82;378.91;789.25;1704;1673.06;1734.94;332.55;3353.42;582.29;1600.13;0.43;0.42;0.43;0.15;0.84;0.12;0.42
Plebejus aquilo;Plebejus aquilo (Boisduval, 1832);Lycaenidae;21;-2.05;-2.5;-1.59;-3.72;0.04;1;-2.33;23.15;21.92;24.39;18.72;27.68;2.72;23.23;671.93;584.2;759.66;471.88;1183.51;192.72;610.19;49.3;42.56;56.04;24.47;76.47;14.8;50.68;5.94;2.72;9.17;1.18;29.52;7.08;3.26;9.05;4.28;13.82;1.8;43.3;10.48;4.6;122.84;110.55;135.14;84.53;169.62;27.02;126.96;419.4;388.37;450.43;324.99;549.3;68.17;433.68;0.66;0.63;0.7;0.56;0.79;0.07;0.66
Plebejus argus;Plebejus argus (Linnaeus, 1758);Lycaenidae;991;8.61;8.39;8.83;-1.64;18.41;3.48;8.86;18.57;18.36;18.78;9.95;27.83;3.4;18.46;778.56;762;795.13;260.25;2507.04;265.75;706.99;59.22;57.39;61.05;16.83;223.21;29.32;52.09;50.78;47.06;54.49;0.07;448.51;59.6;30.89;212.27;202.14;222.4;0.3;1087.91;162.54;190.73;767.11;747.59;786.64;91.28;2042.82;313.2;746.68;1567.74;1536.82;1598.65;315.39;3309.74;495.92;1524.38;0.43;0.43;0.44;0.15;0.84;0.12;0.43
Plebejus argyrognomon;Plebejus argyrognomon (Bergsträsser, 1779);Lycaenidae;290;9.51;9.25;9.77;1.88;14.74;2.23;9.45;19.23;18.97;19.49;14;23.54;2.24;19.51;766.48;741.15;791.8;482.4;1682.89;219.11;716.75;57.03;54.63;59.43;16.83;133.78;20.78;54.53;41.63;37.53;45.72;0.78;189.42;35.43;28.86;235.7;223.48;247.93;5.38;541.93;105.75;216.09;861.32;835.64;887;150.93;1334.53;222.2;840.35;1727.85;1686.45;1769.25;489.9;2505.79;358.19;1691.87;0.41;0.39;0.42;0.21;0.84;0.1;0.4
Plebejus bellieri;Plebejus bellieri (Oberthür, 1910);Lycaenidae;10;14.33;13.35;15.31;12.27;16.01;1.37;14.44;14.86;14.33;15.4;13.89;16.46;0.75;14.72;706.13;635.3;776.96;533.67;817.49;99.02;735.05;89.71;79.28;100.14;72.07;115.34;14.59;86.52;201.37;156.55;246.19;125.31;310.19;62.65;198.95;533.85;434.45;633.25;353.21;748.4;138.95;536.32;1267.2;1107.66;1426.74;951.36;1571.66;223.02;1274.84;2351.41;2129.83;2573;1888.21;2726.3;309.75;2360.72;0.4;0.37;0.42;0.32;0.45;0.04;0.4
Plebejus dardanus;Plebejus dardanus (Freyer, 1843);Lycaenidae;2;11.29;8.69;13.88;11.08;11.49;0.29;11.29;19.89;17.57;22.2;19.7;20.07;0.26;19.89;593.99;230.71;957.26;565.4;622.58;40.43;593.99;36.42;16.17;56.67;34.83;38.02;2.25;36.42;50.31;17.56;83.05;47.73;52.88;3.64;50.31;285.74;94.62;476.85;270.7;300.78;21.27;285.74;1017.3;603.72;1430.89;984.75;1049.85;46.03;1017.3;2017.8;1397.71;2637.88;1969;2066.6;69.02;2017.8;0.27;0.17;0.36;0.26;0.27;0.01;0.27
Plebejus eurypilus;Plebejus eurypilus (Freyer, 1851);Lycaenidae;2;14.67;-5.54;34.87;13.08;16.26;2.25;14.67;16.61;14.25;18.96;16.42;16.79;0.26;16.61;754.21;628.39;880.03;744.31;764.11;14;754.21;131.06;-48.04;310.16;116.96;145.16;19.93;131.06;162.64;-722.79;1048.06;92.95;232.32;98.55;162.64;507.76;-1599.86;2615.39;341.89;673.64;234.58;507.76;1346.68;-1976.66;4670.03;1085.13;1608.24;369.89;1346.68;2491.25;-2178.47;7160.97;2123.73;2858.77;519.75;2491.25;0.38;0.3;0.47;0.38;0.39;0.01;0.38
